ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543
Date: 10/01/2017
Start time: 10:22:17
Stop time: 10:23:50
Overruns: 0  Errorframes: 0                                          
Baudrate: -"Time";"Identifier (hex)";"Format";"Flags";"Data (hex)"
"00:00:27.929";"3D5";"Std";"";"7F 0E 00 04 00 00 00 00"
"00:00:27.930";"3D6";"Std";"";"0E 00 00 00 00 00 00 00"
"00:00:27.931";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:27.932";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:27.932";"101";"Std";"";"46 02 7F FA 81 2C 00 00"
"00:00:27.935";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:27.935";"6B4";"Std";"";"02 4D 35 31 31 39 38 35"
"00:00:27.935";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:27.936";"40";"Std";"";"F9 03 00 00 C1 00 00 00"
"00:00:27.941";"3DC";"Std";"";"E0 00 B2 19 00 05 00 00"
"00:00:27.942";"FD";"Std";"";"CE D2 1F 80 00 00 00 00"
"00:00:27.944";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:27.945";"17F0000C";"Ext";"";"20 0C 00 00 00 00 00 00"
"00:00:27.946";"107";"Std";"";"00 00 FE 33 82 0C 04 49"
"00:00:27.950";"30B";"Std";"";"10 2D 81 00 08 00 00 10"
"00:00:27.950";"65E";"Std";"";"00 00 04 02 00 00 00 00"
"00:00:27.950";"17331310";"Ext";"";"34 D1 00"
"00:00:27.950";"17F00014";"Ext";"";"20 14 00 00 00 00 00 00"
"00:00:27.951";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:27.952";"101";"Std";"";"3D 03 80 FA 81 28 00 00"
"00:00:27.956";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:27.956";"640";"Std";"";"02 8E 7C AF 75 20 08 00"
"00:00:27.957";"641";"Std";"";"C0 18 0A 50 14 0E 6E 14"
"00:00:27.957";"391";"Std";"";"13 7B 24 29 00 27 00 20"
"00:00:27.960";"32A";"Std";"";"B4 09 00 00 48 02 00 00"
"00:00:27.961";"116";"Std";"";"2A 02 00 00 00 00 00 FF"
"00:00:27.962";"FD";"Std";"";"BB D3 1F 80 00 00 00 00"
"00:00:27.963";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:27.963";"31B";"Std";"";"D1 07 00 00 00 00 00 00"
"00:00:27.964";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:27.964";"31E";"Std";"";"EE EA 3F 00 00 00 00 00"
"00:00:27.966";"107";"Std";"";"00 00 FE 29 82 0C 04 49"
"00:00:27.970";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:27.971";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:27.972";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:27.972";"101";"Std";"";"6F 04 80 FA 81 27 00 00"
"00:00:27.982";"FD";"Std";"";"2D D4 1F 80 00 00 00 00"
"00:00:27.984";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:27.984";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:27.985";"3D4";"Std";"";"06 0C A0 06 00 04 00 00"
"00:00:27.986";"40";"Std";"";"EA 04 00 00 C1 00 00 00"
"00:00:27.986";"107";"Std";"";"00 00 FE 21 82 0C 04 49"
"00:00:27.987";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:27.987";"520";"Std";"";"20 05 00 08 00 0A 00 00"
"00:00:27.991";"3DC";"Std";"";"E0 00 AC 18 00 05 00 00"
"00:00:27.992";"101";"Std";"";"2B 05 7F FA 81 26 00 00"
"00:00:27.993";"17332810";"Ext";"";"3A 15 00"
"00:00:27.999";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:27.999";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:28.000";"30B";"Std";"";"10 2E 81 00 08 00 00 10"
"00:00:28.000";"3E5";"Std";"";"7B 11 00 00 00 00 00 00"
"00:00:28.000";"52A";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.000";"6B6";"Std";"";"30 0B 1F 17 1B 2C"
"00:00:28.001";"6B7";"Std";"";"20 00 D0 45 00 03 40 98"
"00:00:28.001";"6B8";"Std";"";"A6 07 18 B0 04 5F 00 00"
"00:00:28.001";"663";"Std";"";"60 28 20 0E 0D AE 23 00"
"00:00:28.003";"FD";"Std";"";"B7 D5 1F 80 00 00 00 00"
"00:00:28.004";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.006";"107";"Std";"";"00 00 FE 18 82 0C 04 49"
"00:00:28.007";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:28.010";"32A";"Std";"";"18 0A 00 00 48 02 00 00"
"00:00:28.010";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:28.011";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:28.012";"101";"Std";"";"87 06 7F FA 81 26 00 00"
"00:00:28.013";"31B";"Std";"";"D3 08 00 00 00 00 00 00"
"00:00:28.014";"31E";"Std";"";"C8 EB 3F 00 00 00 00 00"
"00:00:28.015";"1B000046";"Ext";"";"46 00 04 01 01 00 00 00"
"00:00:28.018";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:28.018";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:28.019";"530";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.019";"5E9";"Std";"";"00 22 02 00 00 00 00 00"
"00:00:28.019";"668";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:28.020";"17331210";"Ext";"";"34 95 00 00 00 00"
"00:00:28.021";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:28.022";"569";"Std";"";"00 00 00 3E F8 10 00 00"
"00:00:28.022";"FD";"Std";"";"A5 D6 1F 80 00 00 00 00"
"00:00:28.024";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.024";"3BE";"Std";"";"00 10 E5 01 C8 80 0C 80"
"00:00:28.026";"107";"Std";"";"00 00 FE 0F 82 0C 04 49"
"00:00:28.029";"3C0";"Std";"";"BB 06 03 00"
"00:00:28.029";"3D5";"Std";"";"98 0F 00 04 00 00 00 00"
"00:00:28.029";"3D6";"Std";"";"0F 00 00 00 00 00 00 00"
"00:00:28.030";"583";"Std";"";"00 10 80 00 00 44 40 00"
"00:00:28.030";"584";"Std";"";"EB 0D 00 00 00 00"
"00:00:28.030";"5A0";"Std";"";"00 05 80 20 78"
"00:00:28.030";"5E1";"Std";"";"A3 2A 00 60 FE 00 00 00"
"00:00:28.030";"5F0";"Std";"";"64 00 64 00 00 64 00 00"
"00:00:28.031";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:28.032";"101";"Std";"";"E3 07 7F FA 81 26 00 00"
"00:00:28.034";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:28.036";"40";"Std";"";"8E 05 00 00 C1 00 00 00"
"00:00:28.040";"551";"Std";"";"F1 22 0C 00 00 00 00 00"
"00:00:28.041";"3DC";"Std";"";"E0 00 9E 17 00 05 00 00"
"00:00:28.042";"FD";"Std";"";"9F D7 1F 80 00 00 00 00"
"00:00:28.044";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.046";"107";"Std";"";"00 00 FE 06 82 0C 04 49"
"00:00:28.049";"30B";"Std";"";"10 2F 81 00 08 00 00 10"
"00:00:28.050";"17330E10";"Ext";"";"33 8D 10"
"00:00:28.051";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:28.052";"101";"Std";"";"A1 08 7F FA 81 26 00 00"
"00:00:28.055";"647";"Std";"";"B8 F2 FF 7F 00 00 00 0B"
"00:00:28.056";"391";"Std";"";"13 7B 24 28 00 27 00 20"
"00:00:28.056";"3C7";"Std";"";"14 00 00 00 00 40 A0 00"
"00:00:28.058";"1B000010";"Ext";"";"10 00 04 01 19 00 00 00"
"00:00:28.059";"1B000032";"Ext";"";"32 00 04 01 01 00 00 00"
"00:00:28.060";"32A";"Std";"";"7C 0B 00 00 48 02 00 00"
"00:00:28.060";"17330910";"Ext";"";"32 52 0A 01"
"00:00:28.062";"FD";"Std";"";"58 D8 1F 80 00 00 00 00"
"00:00:28.063";"31B";"Std";"";"52 09 00 00 00 00 00 00"
"00:00:28.063";"31E";"Std";"";"6B EC 3F 00 00 00 00 00"
"00:00:28.064";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.066";"107";"Std";"";"00 00 FE FE 81 0C 04 49"
"00:00:28.070";"17330D10";"Ext";"";"33 57 00 00"
"00:00:28.071";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:28.072";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:28.072";"101";"Std";"";"C5 09 7F FA 81 26 00 00"
"00:00:28.079";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:28.079";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:28.079";"485";"Std";"";"00 06 40 28 44 D2 74 58"
"00:00:28.079";"394";"Std";"";"AC 1F 00 10 00 00 00 00"
"00:00:28.080";"17330810";"Ext";"";"80 0E 32 1E FF FF FF FF"
"00:00:28.082";"FD";"Std";"";"6A D9 1F 80 00 00 00 00"
"00:00:28.084";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.084";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:28.085";"40";"Std";"";"22 06 00 00 C1 00 00 00"
"00:00:28.086";"107";"Std";"";"00 00 FE F4 81 0C 04 49"
"00:00:28.086";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:28.090";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:28.090";"17330C10";"Ext";"";"33 0D 00"
"00:00:28.091";"3DC";"Std";"";"E0 00 8C 16 00 05 00 00"
"00:00:28.092";"101";"Std";"";"56 0A 7F FA 81 23 00 00"
"00:00:28.099";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:28.099";"3E5";"Std";"";"A6 12 00 00 00 00 00 00"
"00:00:28.100";"30B";"Std";"";"10 20 81 00 08 00 00 10"
"00:00:28.100";"5F2";"Std";"";"00 00"
"00:00:28.101";"663";"Std";"";"60 28 20 0E 0D AE 23 00"
"00:00:28.102";"FD";"Std";"";"26 DA 1F 80 00 00 00 00"
"00:00:28.104";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.104";"386";"Std";"";"00 00 00 00 00 00 20 00"
"00:00:28.106";"107";"Std";"";"00 00 FE EB 81 0C 04 49"
"00:00:28.109";"32A";"Std";"";"6F 0C 00 00 48 02 00 00"
"00:00:28.110";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:28.111";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:28.112";"101";"Std";"";"C2 0B 7F FA 81 20 00 00"
"00:00:28.113";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:28.113";"31B";"Std";"";"08 0A 00 00 00 00 00 00"
"00:00:28.114";"31E";"Std";"";"C2 ED 3F 00 00 00 00 00"
"00:00:28.118";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:28.118";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:28.121";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:28.122";"FD";"Std";"";"09 DB 1F 80 00 00 00 00"
"00:00:28.124";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.124";"3BE";"Std";"";"00 10 E5 01 C8 80 0C 80"
"00:00:28.126";"107";"Std";"";"00 00 FE E3 81 0C 04 49"
"00:00:28.129";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:28.129";"3C0";"Std";"";"0E 07 03 00"
"00:00:28.129";"3D5";"Std";"";"C8 00 00 04 00 00 00 00"
"00:00:28.129";"3D6";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.130";"17330810";"Ext";"";"C0 FF FF FF FF 00 00 00"
"00:00:28.131";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:28.131";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:28.132";"101";"Std";"";"EE 0C 7F FA 81 25 00 00"
"00:00:28.134";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:28.135";"6B4";"Std";"";"00 46 90 93 FC 33 56 57"
"00:00:28.135";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:28.135";"40";"Std";"";"46 07 00 00 C1 00 00 00"
"00:00:28.141";"3DC";"Std";"";"E0 00 86 15 00 05 00 00"
"00:00:28.142";"FD";"Std";"";"90 DC 1F 80 00 00 00 00"
"00:00:28.143";"65D";"Std";"";"DB 27 2B 10 00 00 62 7A"
"00:00:28.144";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.146";"107";"Std";"";"00 00 FE DB 81 0C 04 49"
"00:00:28.149";"30B";"Std";"";"10 21 81 00 08 00 00 10"
"00:00:28.151";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:28.152";"17332310";"Ext";"";"38 CF 00"
"00:00:28.152";"101";"Std";"";"7A 0D 7F FA 81 26 00 00"
"00:00:28.153";"64A";"Std";"";"00 00 00 00"
"00:00:28.154";"1A555521";"Ext";"";"00 00 0A 00 00 00 00 00"
"00:00:28.155";"391";"Std";"";"14 7B 22 28 00 27 00 20"
"00:00:28.156";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:28.159";"32A";"Std";"";"0B 0D 00 00 48 02 00 00"
"00:00:28.161";"116";"Std";"";"0C 0C 00 00 00 00 00 FF"
"00:00:28.162";"FD";"Std";"";"19 DD 1F 80 00 00 00 00"
"00:00:28.163";"31B";"Std";"";"C7 0B 00 00 00 00 00 00"
"00:00:28.164";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.164";"31E";"Std";"";"B7 EE 3F 00 00 00 00 00"
"00:00:28.166";"107";"Std";"";"00 00 FE D1 81 0C 06 49"
"00:00:28.168";"17330110";"Ext";"";"80 08 30 4E 02 0F 0F 00"
"00:00:28.169";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:28.171";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:28.171";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:28.172";"17F0004B";"Ext";"";"20 4B 00 00 00 00 00 00"
"00:00:28.172";"101";"Std";"";"F6 0E 80 FA 81 27 00 00"
"00:00:28.180";"17330810";"Ext";"";"C1 00 00 00"
"00:00:28.182";"FD";"Std";"";"E6 DE 1F 80 00 00 00 00"
"00:00:28.184";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.184";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:28.185";"40";"Std";"";"04 08 00 00 C1 00 00 00"
"00:00:28.186";"107";"Std";"";"00 00 FE CA 81 0C 08 49"
"00:00:28.186";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:28.187";"520";"Std";"";"8C 06 00 08 00 0A 00 00"
"00:00:28.191";"3DC";"Std";"";"E0 00 78 14 00 05 00 00"
"00:00:28.192";"101";"Std";"";"18 0F 80 FA 81 23 00 00"
"00:00:28.199";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:28.199";"30B";"Std";"";"10 22 81 00 08 00 00 10"
"00:00:28.200";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:28.200";"3E5";"Std";"";"F2 13 00 00 00 00 00 00"
"00:00:28.201";"663";"Std";"";"60 28 20 0E 0F AE 23 00"
"00:00:28.202";"FD";"Std";"";"71 DF 1F 80 00 00 00 00"
"00:00:28.202";"17330710";"Ext";"";"31 C4 0A"
"00:00:28.204";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.206";"107";"Std";"";"00 00 FE C2 81 0C 0C 49"
"00:00:28.207";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:28.209";"32A";"Std";"";"A7 0E 00 00 48 02 00 00"
"00:00:28.210";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:28.211";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:28.212";"101";"Std";"";"3F 00 7F FA 81 20 00 00"
"00:00:28.213";"31B";"Std";"";"FE 0C 00 00 00 00 00 00"
"00:00:28.214";"31E";"Std";"";"5E EF 3F 00 00 00 00 00"
"00:00:28.215";"1B000046";"Ext";"";"46 00 04 01 01 00 00 00"
"00:00:28.218";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:28.218";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:28.218";"530";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.219";"5E9";"Std";"";"00 22 02 00 00 00 00 00"
"00:00:28.219";"17330110";"Ext";"";"C0 00 00 00 72"
"00:00:28.219";"668";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:28.221";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:28.222";"FD";"Std";"";"0B D0 1F 80 00 00 00 00"
"00:00:28.224";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.224";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:28.226";"107";"Std";"";"00 00 FE B9 81 0C 12 49"
"00:00:28.226";"670";"Std";"";"14 10 00 00 FE 00 00 80"
"00:00:28.229";"3C0";"Std";"";"4F 08 03 00"
"00:00:28.229";"3D5";"Std";"";"9F 01 00 04 00 00 00 00"
"00:00:28.229";"3D6";"Std";"";"01 00 00 00 00 00 00 00"
"00:00:28.229";"583";"Std";"";"00 10 80 00 00 44 40 00"
"00:00:28.230";"584";"Std";"";"17 0E 00 00 00 00"
"00:00:28.230";"5A0";"Std";"";"00 06 80 20 78"
"00:00:28.230";"5E1";"Std";"";"A3 2A 00 60 FE 00 00 00"
"00:00:28.230";"5F0";"Std";"";"64 00 64 00 00 64 00 00"
"00:00:28.231";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:28.232";"101";"Std";"";"EE 01 7F FA 81 21 00 00"
"00:00:28.234";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:28.235";"40";"Std";"";"60 09 00 00 C1 00 00 00"
"00:00:28.239";"394";"Std";"";"7B 10 00 10 00 00 00 00"
"00:00:28.239";"551";"Std";"";"F1 22 0C 00 00 00 00 00"
"00:00:28.240";"17330F10";"Ext";"";"43 D5 03 00 02 FF FF 00"
"00:00:28.241";"3DC";"Std";"";"E0 00 E0 13 00 05 00 00"
"00:00:28.242";"17333410";"Ext";"";"3D 10 00 00"
"00:00:28.242";"FD";"Std";"";"01 D1 1F 80 00 00 00 00"
"00:00:28.244";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.246";"107";"Std";"";"00 00 FE B4 81 0C 1A 49"
"00:00:28.249";"30B";"Std";"";"10 23 81 00 08 00 00 10"
"00:00:28.251";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:28.252";"101";"Std";"";"42 02 7F FA 81 21 00 00"
"00:00:28.255";"391";"Std";"";"17 7B 22 28 00 27 00 20"
"00:00:28.255";"3C7";"Std";"";"14 00 00 00 00 40 A0 00"
"00:00:28.258";"1B000010";"Ext";"";"10 00 04 01 19 00 00 00"
"00:00:28.259";"1B000032";"Ext";"";"32 00 04 01 01 00 00 00"
"00:00:28.259";"32A";"Std";"";"C3 0F 00 00 48 02 00 00"
"00:00:28.262";"FD";"Std";"";"CE D2 1F 80 00 00 00 00"
"00:00:28.262";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:28.263";"31B";"Std";"";"F5 0D 00 00 00 00 00 00"
"00:00:28.264";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.264";"31E";"Std";"";"CD E0 3F 00 00 00 00 00"
"00:00:28.266";"107";"Std";"";"00 00 FE B0 81 0C 21 49"
"00:00:28.269";"17F00032";"Ext";"";"20 32 00 00 00 00 00 00"
"00:00:28.271";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:28.271";"5F5";"Std";"";"FE 07 F8 1F 00 FF DF FF"
"00:00:28.271";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:28.272";"101";"Std";"";"26 03 7F FA 81 21 00 00"
"00:00:28.282";"FD";"Std";"";"BB D3 1F 80 00 00 00 00"
"00:00:28.283";"650";"Std";"";"00 27 44 00 00 00 00 00"
"00:00:28.283";"481";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.283";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:28.283";"485";"Std";"";"00 06 40 28 44 D2 74 58"
"00:00:28.283";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:28.284";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.284";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:28.285";"1A5554A8";"Ext";"";"C1 76 FF FF 44 D2 74 58"
"00:00:28.285";"40";"Std";"";"CC 0A 00 00 C1 00 00 00"
"00:00:28.286";"107";"Std";"";"00 00 FE AD 81 0C 29 49"
"00:00:28.286";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:28.290";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:28.290";"17330F10";"Ext";"";"43 FE 03 00 02 03 80 00"
"00:00:28.291";"3DC";"Std";"";"E0 00 9A 13 00 05 00 00"
"00:00:28.292";"101";"Std";"";"A0 04 80 FA 81 21 00 00"
"00:00:28.296";"17F00031";"Ext";"";"20 00 00 00 00 00 00 00"
"00:00:28.299";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:28.299";"30B";"Std";"";"10 24 81 00 08 00 00 10"
"00:00:28.300";"3E5";"Std";"";"A3 14 00 00 00 00 00 00"
"00:00:28.300";"5F2";"Std";"";"00 00"
"00:00:28.300";"17F0004A";"Ext";"";"20 4A 00 00 00 00 00 00"
"00:00:28.301";"663";"Std";"";"60 28 20 0E 0E AF 24 00"
"00:00:28.302";"FD";"Std";"";"2D D4 1F 80 00 00 00 00"
"00:00:28.304";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.305";"107";"Std";"";"00 00 FE AA 81 0C 30 49"
"00:00:28.309";"32A";"Std";"";"81 00 00 00 48 02 00 00"
"00:00:28.310";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:28.310";"17331110";"Ext";"";"34 58 FF FF FF FF FF FF"
"00:00:28.311";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:28.312";"101";"Std";"";"FB 05 80 FA 81 24 00 00"
"00:00:28.313";"31B";"Std";"";"B0 0E 00 00 00 00 00 00"
"00:00:28.314";"31E";"Std";"";"07 E1 3F 00 00 00 00 00"
"00:00:28.318";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:28.318";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:28.318";"5EA";"Std";"";"00 00 00 36 F8 FE FB FF"
"00:00:28.319";"5EB";"Std";"";"00 00 FE FE FB 0F 80 FF"
"00:00:28.319";"17F00046";"Ext";"";"20 46 00 00 00 00 00 80"
"00:00:28.319";"1A55552B";"Ext";"";"00 00 00 00 00 00 00 00"
"00:00:28.320";"6B5";"Std";"";"FD 83 FD 03 FD 00 FD 07"
"00:00:28.321";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:28.322";"FD";"Std";"";"B7 D5 1F 80 00 00 00 00"
"00:00:28.324";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.324";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:28.326";"107";"Std";"";"00 00 FE A8 81 0C 37 49"
"00:00:28.329";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:28.329";"3C0";"Std";"";"FA 09 03 00"
"00:00:28.329";"3D5";"Std";"";"5E 02 00 04 00 00 00 00"
"00:00:28.329";"3D6";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:28.329";"588";"Std";"";"00 00 00 1E 00 00 00 00"
"00:00:28.330";"5BB";"Std";"";"FE FE 00 00 00 00 00 00"
"00:00:28.330";"5F4";"Std";"";"00 00 64 00 80 00 40 00"
"00:00:28.330";"17F0000E";"Ext";"";"20 0E 00 00 00 00 00 80"
"00:00:28.330";"64E";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.331";"6B0";"Std";"";"5D 02 BE 02 8D 75"
"00:00:28.331";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:28.331";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:28.332";"101";"Std";"";"87 06 7F FA 81 26 00 00"
"00:00:28.334";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:28.335";"6B4";"Std";"";"01 4C 56 36 41 55 33 48"
"00:00:28.335";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:28.335";"40";"Std";"";"A8 0B 00 00 C1 00 00 00"
"00:00:28.341";"3DC";"Std";"";"E0 00 F2 12 00 05 00 00"
"00:00:28.342";"FD";"Std";"";"A5 D6 1F 80 00 00 00 00"
"00:00:28.343";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.346";"107";"Std";"";"00 00 FE A2 81 0C 3E 49"
"00:00:28.349";"30B";"Std";"";"10 25 81 00 08 00 00 10"
"00:00:28.351";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:28.352";"101";"Std";"";"DC 07 7F FA 81 23 00 00"
"00:00:28.355";"391";"Std";"";"17 7B 22 26 00 27 00 20"
"00:00:28.356";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:28.360";"17331110";"Ext";"";"44 51 17 1B 2D"
"00:00:28.360";"32A";"Std";"";"E5 01 00 00 48 02 00 00"
"00:00:28.361";"116";"Std";"";"95 06 00 00 00 00 00 FF"
"00:00:28.362";"FD";"Std";"";"9F D7 1F 80 00 00 00 00"
"00:00:28.363";"31B";"Std";"";"74 0F 00 00 00 00 00 00"
"00:00:28.364";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.364";"31E";"Std";"";"BD E2 3F 00 00 00 00 00"
"00:00:28.366";"107";"Std";"";"00 00 FE 9B 81 0C 45 49"
"00:00:28.369";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:28.371";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:28.371";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:28.372";"101";"Std";"";"E4 08 7F FA 81 24 00 00"
"00:00:28.382";"FD";"Std";"";"58 D8 1F 80 00 00 00 00"
"00:00:28.384";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:28.384";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:28.385";"40";"Std";"";"BB 0C 00 00 C1 00 00 00"
"00:00:28.386";"107";"Std";"";"00 00 FE 97 81 0C 4B 49"
"00:00:28.387";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:28.388";"520";"Std";"";"E8 07 00 08 00 0A 00 00"
"00:00:28.391";"3DC";"Std";"";"E0 00 7E 12 00 05 00 00"
"00:00:28.392";"101";"Std";"";"70 09 7F FA 81 27 00 00"
"00:00:28.396";"5F7";"Std";"";"00 FF FB DF FF FE FF FF"
"00:00:28.399";"394";"Std";"";"C5 11 00 10 00 00 00 00"
