ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543
Date: 10/01/2017
Start time: 10:22:17
Stop time: 10:23:50
Overruns: 0  Errorframes: 0                                          
Baudrate: -"Time";"Identifier (hex)";"Format";"Flags";"Data (hex)"
"00:00:40.252";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:40.253";"107";"Std";"";"00 00 FE 08 81 12 4C 5C"
"00:00:40.253";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:40.254";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.255";"17F00032";"Ext";"";"20 32 00 00 00 00 00 00"
"00:00:40.259";"101";"Std";"";"FD 0B 7F FA 81 25 00 00"
"00:00:40.260";"5F5";"Std";"";"FE 07 F8 1F 00 FF DF FF"
"00:00:40.270";"FD";"Std";"";"09 DB 1F 80 00 00 00 00"
"00:00:40.270";"650";"Std";"";"00 27 44 00 00 00 00 00"
"00:00:40.270";"40";"Std";"";"CC 0A 00 00 C1 00 00 00"
"00:00:40.271";"481";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.271";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:40.271";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.272";"485";"Std";"";"00 06 40 28 50 D2 74 58"
"00:00:40.272";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.272";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:40.272";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:40.273";"1A5554A8";"Ext";"";"C1 76 FF FF 50 D2 74 58"
"00:00:40.273";"107";"Std";"";"00 00 FE 07 81 12 51 5C"
"00:00:40.277";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:40.280";"101";"Std";"";"AB 0C 7F FA 81 27 00 00"
"00:00:40.280";"3DC";"Std";"";"E0 00 50 0C 00 05 00 00"
"00:00:40.284";"17F00031";"Ext";"";"20 00 00 00 00 00 00 00"
"00:00:40.287";"30B";"Std";"";"10 24 81 00 08 00 00 10"
"00:00:40.287";"5F2";"Std";"";"00 00"
"00:00:40.290";"FD";"Std";"";"90 DC 1F 80 00 00 00 00"
"00:00:40.290";"663";"Std";"";"60 28 20 0E 14 B4 25 00"
"00:00:40.291";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.293";"107";"Std";"";"00 00 FE 06 81 12 56 5C"
"00:00:40.295";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.296";"3E5";"Std";"";"57 1C 00 00 00 00 00 00"
"00:00:40.296";"17F0004A";"Ext";"";"20 4A 00 00 00 00 00 00"
"00:00:40.297";"32A";"Std";"";"81 00 00 00 48 02 00 00"
"00:00:40.298";"17331110";"Ext";"";"34 51 17 1B 38"
"00:00:40.300";"101";"Std";"";"3B 0D 7F FA 81 29 00 00"
"00:00:40.300";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:40.301";"31B";"Std";"";"B0 0E 00 00 00 00 00 00"
"00:00:40.301";"31E";"Std";"";"07 E1 3F 00 00 00 00 00"
"00:00:40.305";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:40.306";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:40.306";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:40.306";"5EA";"Std";"";"00 00 00 36 F8 FE FB FF"
"00:00:40.306";"5EB";"Std";"";"00 00 FE FE FB 0F 80 FF"
"00:00:40.307";"17F00046";"Ext";"";"20 46 00 00 00 00 00 80"
"00:00:40.307";"1A55552B";"Ext";"";"00 00 00 00 00 00 00 00"
"00:00:40.307";"6B5";"Std";"";"FD 83 FD 03 FD 00 FD 07"
"00:00:40.309";"FD";"Std";"";"19 DD 1F 80 00 00 00 00"
"00:00:40.310";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:40.311";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.311";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:40.313";"107";"Std";"";"00 00 FE 06 81 12 5B 5C"
"00:00:40.313";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:40.317";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:40.317";"3C0";"Std";"";"C1 01 03 00"
"00:00:40.317";"3D5";"Std";"";"F5 0A 00 04 00 00 00 00"
"00:00:40.317";"3D6";"Std";"";"0A 00 00 00 00 00 00 00"
"00:00:40.318";"588";"Std";"";"00 00 00 1E 00 00 00 00"
"00:00:40.318";"5BB";"Std";"";"FE FE 00 00 00 00 00 00"
"00:00:40.318";"5F4";"Std";"";"00 00 64 00 80 00 40 00"
"00:00:40.319";"17F0000E";"Ext";"";"20 0E 00 00 00 00 00 80"
"00:00:40.319";"64E";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.319";"6B0";"Std";"";"5D 02 BE 02 8D 75"
"00:00:40.319";"101";"Std";"";"C3 0E 7F FB 81 29 00 00"
"00:00:40.320";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:40.320";"40";"Std";"";"A8 0B 00 00 C1 00 00 00"
"00:00:40.322";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.323";"6B4";"Std";"";"01 4C 56 36 41 55 33 48"
"00:00:40.323";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:40.330";"FD";"Std";"";"E6 DE 1F 80 00 00 00 00"
"00:00:40.330";"3DC";"Std";"";"E0 00 46 0C 00 05 00 00"
"00:00:40.331";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.333";"107";"Std";"";"00 00 FE 06 81 12 60 5C"
"00:00:40.337";"30B";"Std";"";"10 25 81 00 08 00 00 10"
"00:00:40.339";"101";"Std";"";"83 0F 80 FB 81 25 00 00"
"00:00:40.340";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:40.342";"391";"Std";"";"37 7C 23 40 00 27 00 20"
"00:00:40.342";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:40.347";"32A";"Std";"";"E5 01 00 00 48 02 00 00"
"00:00:40.348";"17331110";"Ext";"";"44 51 17 1B 39"
"00:00:40.350";"116";"Std";"";"C4 0E 00 00 00 00 00 FF"
"00:00:40.350";"FD";"Std";"";"71 DF 1F 80 00 00 00 00"
"00:00:40.350";"31B";"Std";"";"74 0F 00 00 00 00 00 00"
"00:00:40.351";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.352";"31E";"Std";"";"BD E2 3F 00 00 00 00 00"
"00:00:40.353";"107";"Std";"";"00 00 FE 06 01 13 65 5C"
"00:00:40.353";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:40.353";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.355";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:40.359";"101";"Std";"";"65 00 80 FA 81 26 00 00"
"00:00:40.369";"FD";"Std";"";"0B D0 1F 80 00 00 00 00"
"00:00:40.370";"40";"Std";"";"BB 0C 00 00 C1 00 00 00"
"00:00:40.371";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.371";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.372";"107";"Std";"";"00 00 FE 04 01 13 6A 5C"
"00:00:40.373";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:40.374";"520";"Std";"";"57 03 00 08 00 0A 00 00"
"00:00:40.379";"101";"Std";"";"B4 01 80 FA 81 27 00 00"
"00:00:40.380";"3DC";"Std";"";"E0 00 28 0C 00 05 00 00"
"00:00:40.385";"5F7";"Std";"";"00 FF FB DF FF FE FF FF"
"00:00:40.386";"394";"Std";"";"4A 1C 00 10 00 00 00 00"
"00:00:40.387";"30B";"Std";"";"10 26 81 00 08 00 00 10"
"00:00:40.389";"FD";"Std";"";"01 D1 1F 80 00 00 00 00"
"00:00:40.390";"663";"Std";"";"60 28 20 0E 14 B4 25 00"
"00:00:40.390";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.393";"107";"Std";"";"00 00 FE 04 01 13 6F 5C"
"00:00:40.394";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:40.395";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:40.396";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.396";"3E5";"Std";"";"63 1D 00 00 00 00 00 00"
"00:00:40.397";"32A";"Std";"";"49 02 00 00 48 02 00 00"
"00:00:40.399";"101";"Std";"";"AD 02 80 FA 81 26 00 00"
"00:00:40.400";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:40.400";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:40.401";"31B";"Std";"";"79 00 00 00 00 00 00 00"
"00:00:40.401";"31E";"Std";"";"FF E3 3F 00 00 00 00 00"
"00:00:40.402";"1B000046";"Ext";"";"46 00 04 01 01 00 00 00"
"00:00:40.405";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:40.406";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:40.406";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:40.406";"530";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.406";"5E9";"Std";"";"00 22 02 00 00 00 00 00"
"00:00:40.407";"668";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:40.409";"FD";"Std";"";"CE D2 1F 80 00 00 00 00"
"00:00:40.410";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:40.410";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.410";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:40.412";"107";"Std";"";"00 00 FE 03 01 13 74 5C"
"00:00:40.417";"3C0";"Std";"";"31 02 03 00"
"00:00:40.417";"3D5";"Std";"";"1A 0B 00 04 00 00 00 00"
"00:00:40.417";"3D6";"Std";"";"0B 00 00 00 00 00 00 00"
"00:00:40.417";"583";"Std";"";"00 10 80 00 00 44 40 00"
"00:00:40.418";"584";"Std";"";"3C 0B 00 00 00 00"
"00:00:40.418";"5A0";"Std";"";"00 05 80 20 78"
"00:00:40.418";"5E1";"Std";"";"A3 2A 00 60 FE 00 00 00"
"00:00:40.418";"5F0";"Std";"";"64 00 64 00 00 64 00 00"
"00:00:40.419";"101";"Std";"";"5C 03 7F FA 81 26 00 00"
"00:00:40.420";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:40.420";"40";"Std";"";"DF 0D 00 00 C1 00 00 00"
"00:00:40.422";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.424";"656";"Std";"";"00 30 0A 00 00 00 00 00"
"00:00:40.427";"551";"Std";"";"F1 22 0C 00 00 00 00 00"
"00:00:40.429";"FD";"Std";"";"BB D3 1F 80 00 00 00 00"
"00:00:40.430";"3DC";"Std";"";"E0 00 28 0C 00 05 00 00"
"00:00:40.431";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.432";"17F0000C";"Ext";"";"20 0C 00 00 00 00 00 00"
"00:00:40.433";"107";"Std";"";"00 00 FE 03 01 13 79 5C"
"00:00:40.437";"30B";"Std";"";"10 27 81 00 08 00 00 10"
"00:00:40.437";"65E";"Std";"";"00 00 04 02 00 00 00 00"
"00:00:40.438";"17F00014";"Ext";"";"20 14 00 00 00 00 00 00"
"00:00:40.439";"101";"Std";"";"DA 04 80 FA 81 26 00 00"
"00:00:40.440";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:40.442";"3C7";"Std";"";"14 00 00 00 00 40 A0 00"
"00:00:40.442";"640";"Std";"";"02 8D 7C AF 75 20 08 00"
"00:00:40.442";"391";"Std";"";"37 7C 23 41 00 27 00 20"
"00:00:40.444";"1B000032";"Ext";"";"32 00 04 01 01 00 00 00"
"00:00:40.446";"32A";"Std";"";"2D 03 00 00 48 02 00 00"
"00:00:40.447";"1B000010";"Ext";"";"10 00 04 01 19 00 00 00"
"00:00:40.450";"FD";"Std";"";"2D D4 1F 80 00 00 00 00"
"00:00:40.450";"31B";"Std";"";"AF 01 00 00 00 00 00 00"
"00:00:40.450";"31E";"Std";"";"52 E4 3F 00 00 00 00 00"
"00:00:40.451";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.452";"107";"Std";"";"00 00 FE 02 01 13 7E 5C"
"00:00:40.453";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:40.453";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.459";"101";"Std";"";"7F 05 7F FB 81 26 00 00"
"00:00:40.468";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:40.468";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:40.468";"485";"Std";"";"00 06 40 28 50 D2 74 58"
"00:00:40.469";"FD";"Std";"";"B7 D5 1F 80 00 00 00 00"
"00:00:40.470";"40";"Std";"";"73 0E 00 00 C1 00 00 00"
"00:00:40.471";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.471";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.472";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:40.473";"107";"Std";"";"00 00 FE 02 01 13 83 5C"
"00:00:40.477";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:40.479";"101";"Std";"";"46 06 80 FB 81 26 00 00"
"00:00:40.480";"3DC";"Std";"";"E0 00 14 0C 00 05 00 00"
"00:00:40.487";"30B";"Std";"";"10 28 81 00 08 00 00 10"
"00:00:40.487";"5F2";"Std";"";"00 00"
"00:00:40.489";"FD";"Std";"";"A5 D6 1F 80 00 00 00 00"
"00:00:40.490";"663";"Std";"";"60 28 20 0E 15 B4 25 00"
"00:00:40.490";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.492";"107";"Std";"";"00 00 FE 01 01 13 88 5C"
"00:00:40.495";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.496";"3E5";"Std";"";"E1 1E 00 00 00 00 00 00"
"00:00:40.496";"32A";"Std";"";"3E 04 00 00 48 02 00 00"
"00:00:40.499";"101";"Std";"";"22 07 80 FB 81 26 00 00"
"00:00:40.500";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:40.501";"31B";"Std";"";"CC 02 00 00 00 00 00 00"
"00:00:40.501";"31E";"Std";"";"2D E5 3F 00 00 00 00 00"
"00:00:40.505";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:40.505";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:40.506";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:40.509";"FD";"Std";"";"9F D7 1F 80 00 00 00 00"
"00:00:40.510";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:40.510";"569";"Std";"";"00 00 00 3E F8 10 00 00"
"00:00:40.511";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.511";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:40.513";"107";"Std";"";"00 00 FE 01 01 13 8D 5C"
"00:00:40.513";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:40.517";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:40.517";"3C0";"Std";"";"84 03 03 00"
"00:00:40.517";"3D5";"Std";"";"65 0C 00 04 00 00 00 00"
"00:00:40.517";"3D6";"Std";"";"0C 00 00 00 00 00 00 00"
"00:00:40.519";"101";"Std";"";"60 08 80 FB 81 26 00 00"
"00:00:40.520";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:40.520";"40";"Std";"";"17 0F 00 00 C1 00 00 00"
"00:00:40.522";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.522";"6B4";"Std";"";"00 46 90 93 FC 33 56 57"
"00:00:40.523";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:40.529";"FD";"Std";"";"58 D8 1F 80 00 00 00 00"
"00:00:40.530";"3DC";"Std";"";"E0 00 06 0C 00 05 00 00"
"00:00:40.531";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.532";"107";"Std";"";"00 00 FE 01 01 13 92 5C"
"00:00:40.537";"30B";"Std";"";"10 29 81 00 08 00 00 10"
"00:00:40.539";"101";"Std";"";"3B 09 80 FB 81 23 00 00"
"00:00:40.540";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:40.542";"647";"Std";"";"B8 F2 FF 7F 00 00 00 18"
"00:00:40.543";"391";"Std";"";"38 7C 23 41 00 27 00 20"
"00:00:40.543";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:40.546";"394";"Std";"";"6C 1D 00 10 00 00 00 00"
"00:00:40.546";"32A";"Std";"";"5A 05 00 00 48 02 00 00"
"00:00:40.549";"116";"Std";"";"B3 08 00 00 00 00 00 FF"
"00:00:40.550";"FD";"Std";"";"6A D9 1F 80 00 00 00 00"
"00:00:40.550";"31E";"Std";"";"AA E6 3F 00 00 00 00 00"
"00:00:40.550";"31B";"Std";"";"A0 03 00 00 00 00 00 00"
"00:00:40.550";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:40.551";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.552";"107";"Std";"";"00 00 FE 00 01 13 97 5C"
"00:00:40.553";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:40.553";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.554";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:40.559";"101";"Std";"";"D2 0A 80 FB 81 21 00 00"
"00:00:40.569";"FD";"Std";"";"26 DA 1F 80 00 00 00 00"
"00:00:40.570";"40";"Std";"";"55 00 00 00 C1 00 00 00"
"00:00:40.571";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.571";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.571";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:40.572";"107";"Std";"";"00 00 FE 00 01 13 9C 5C"
"00:00:40.573";"520";"Std";"";"44 04 00 08 00 0A 00 00"
"00:00:40.579";"101";"Std";"";"96 0B 7F FB 81 20 00 00"
"00:00:40.579";"3DC";"Std";"";"E0 00 08 0C 00 05 00 00"
"00:00:40.587";"30B";"Std";"";"10 2A 81 00 08 00 00 10"
"00:00:40.589";"FD";"Std";"";"09 DB 1F 80 00 00 00 00"
"00:00:40.589";"663";"Std";"";"60 28 20 0E 15 B4 25 00"
"00:00:40.590";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.592";"107";"Std";"";"00 00 FE 00 01 13 A1 5C"
"00:00:40.594";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:40.595";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:40.595";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.596";"3E5";"Std";"";"D1 1F 00 00 00 00 00 00"
"00:00:40.596";"32A";"Std";"";"F6 06 00 00 48 02 00 00"
"00:00:40.599";"101";"Std";"";"30 0C 7F FB 81 21 00 00"
"00:00:40.599";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:40.600";"31B";"Std";"";"BC 04 00 00 00 00 00 00"
"00:00:40.601";"31E";"Std";"";"AC E7 3F 00 00 00 00 00"
"00:00:40.602";"1B000046";"Ext";"";"46 00 04 01 01 00 00 00"
"00:00:40.605";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:40.605";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:40.606";"530";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.606";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:40.606";"5E9";"Std";"";"00 22 02 00 00 00 00 00"
"00:00:40.606";"668";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:40.609";"FD";"Std";"";"90 DC 1F 80 00 00 00 00"
"00:00:40.609";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:40.610";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.610";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:40.612";"107";"Std";"";"00 00 FE FF 00 13 A6 5C"
"00:00:40.616";"3C0";"Std";"";"FE 04 03 00"
"00:00:40.617";"3D5";"Std";"";"41 0D 00 04 00 00 00 00"
"00:00:40.617";"3D6";"Std";"";"0D 00 00 00 00 00 00 00"
"00:00:40.617";"583";"Std";"";"00 10 80 00 00 44 40 00"
"00:00:40.617";"584";"Std";"";"BF 0C 00 00 00 00"
"00:00:40.618";"5A0";"Std";"";"00 05 80 20 78"
"00:00:40.618";"5E1";"Std";"";"A3 2A 00 60 FE 00 00 00"
"00:00:40.618";"5F0";"Std";"";"64 00 64 00 00 64 00 00"
"00:00:40.619";"101";"Std";"";"6B 0D 7F FB 81 24 00 00"
"00:00:40.619";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:40.620";"40";"Std";"";"31 01 00 00 C1 00 00 00"
"00:00:40.622";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.627";"551";"Std";"";"F1 22 0C 00 00 00 00 00"
"00:00:40.629";"FD";"Std";"";"19 DD 1F 80 00 00 00 00"
"00:00:40.629";"3DC";"Std";"";"E0 00 EA 0B 00 05 00 00"
"00:00:40.631";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.632";"107";"Std";"";"00 00 FE FE 00 13 AB 5C"
"00:00:40.637";"30B";"Std";"";"10 2B 81 00 08 00 00 10"
"00:00:40.639";"101";"Std";"";"76 0E 7F FB 81 28 00 00"
"00:00:40.639";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:40.640";"17330A10";"Ext";"";"80 08 32 83 78 07 FC 81"
"00:00:40.640";"64A";"Std";"";"00 00 00 00"
"00:00:40.641";"391";"Std";"";"38 7C 23 42 00 27 00 20"
"00:00:40.642";"3C7";"Std";"";"14 00 00 00 00 40 A0 00"
"00:00:40.644";"1B000032";"Ext";"";"32 00 04 01 01 00 00 00"
"00:00:40.646";"32A";"Std";"";"92 07 00 00 48 02 00 00"
"00:00:40.647";"1B000010";"Ext";"";"10 00 04 01 19 00 00 00"
"00:00:40.649";"FD";"Std";"";"E6 DE 1F 80 00 00 00 00"
"00:00:40.650";"31E";"Std";"";"E5 E8 3F 00 00 00 00 00"
"00:00:40.650";"31B";"Std";"";"51 05 00 00 00 00 00 00"
"00:00:40.650";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.652";"107";"Std";"";"00 00 FE FE 00 13 B0 5C"
"00:00:40.653";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:40.653";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.653";"17F0004B";"Ext";"";"20 4B 00 00 00 00 00 00"
"00:00:40.659";"101";"Std";"";"E6 0F 7F FB 81 26 00 00"
"00:00:40.666";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:40.666";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:40.666";"485";"Std";"";"00 06 40 28 50 D2 74 58"
"00:00:40.669";"FD";"Std";"";"71 DF 1F 80 00 00 00 00"
"00:00:40.670";"40";"Std";"";"9D 02 00 00 C1 00 00 00"
"00:00:40.670";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.671";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.671";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:40.672";"107";"Std";"";"00 00 FE FE 80 13 B5 5C"
"00:00:40.677";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:40.679";"101";"Std";"";"9B 00 7F FB 81 23 00 00"
"00:00:40.679";"3DC";"Std";"";"E0 00 E4 0B 00 05 00 00"
"00:00:40.687";"30B";"Std";"";"10 2C 81 00 08 00 00 10"
"00:00:40.687";"5F2";"Std";"";"00 00"
"00:00:40.689";"17330A10";"Ext";"";"C0 C0 00 00 00"
"00:00:40.689";"663";"Std";"";"60 28 20 0E 16 B4 25 00"
"00:00:40.690";"FD";"Std";"";"0B D0 1F 80 00 00 00 00"
"00:00:40.690";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.691";"107";"Std";"";"00 00 FE FD 80 13 BA 5C"
"00:00:40.695";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:40.695";"3E5";"Std";"";"3A 10 00 00 00 00 00 00"
"00:00:40.697";"32A";"Std";"";"D0 08 00 00 48 02 00 00"
"00:00:40.699";"101";"Std";"";"0F 01 7F FB 81 20 00 00"
"00:00:40.699";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:40.700";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:40.700";"31B";"Std";"";"31 06 00 00 00 00 00 00"
"00:00:40.701";"31E";"Std";"";"DA E9 3F 00 00 00 00 00"
"00:00:40.705";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:40.705";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:40.706";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:40.706";"394";"Std";"";"53 1E 00 10 00 00 00 00"
"00:00:40.709";"FD";"Std";"";"01 D1 1F 80 00 00 00 00"
"00:00:40.709";"3DA";"Std";"";"22 08 00 00 00 98 02 00"
"00:00:40.710";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.711";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:40.712";"107";"Std";"";"00 00 FE FD 80 13 BF 5C"
"00:00:40.712";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:40.713";"670";"Std";"";"14 10 00 00 FE 00 00 80"
"00:00:40.716";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:40.717";"3C0";"Std";"";"4B 05 03 00"
"00:00:40.717";"3D5";"Std";"";"7F 0E 00 04 00 00 00 00"
"00:00:40.717";"3D6";"Std";"";"0E 00 00 00 00 00 00 00"
"00:00:40.719";"101";"Std";"";"16 02 7F FB 81 21 00 00"
"00:00:40.719";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:40.720";"40";"Std";"";"F9 03 00 00 C1 00 00 00"
"00:00:40.721";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:40.722";"6B4";"Std";"";"02 4D 35 31 31 39 38 35"
"00:00:40.723";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:40.728";"17333110";"Ext";"";"3C 4E 1E 1F 01 01"
"00:00:40.729";"FD";"Std";"";"CE D2 1F 80 00 00 00 00"
"00:00:40.729";"3DC";"Std";"";"E0 00 D6 0B 00 05 00 00"
"00:00:40.730";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:40.731";"107";"Std";"";"00 00 FE FC 80 13 C4 5C"
"00:00:40.737";"30B";"Std";"";"10 2D 81 00 08 00 00 10"
"00:00:40.739";"101";"Std";"";"C7 03 7F FB 81 20 00 00"
"00:00:40.739";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:40.741";"391";"Std";"";"39 7C 23 43 00 27 00 20"
"00:00:40.742";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
